教科書名,学年,節,単元,単語,意味
New Crown,中2,3,3,kitchen,台所
New Crown,中2,3,3,must,…しなければならない
New Crown,中2,3,3,mask,マスク
New Crown,中2,3,3,smartphone,スマートフォン
New Crown,中2,3,3,back,戻って
New Crown,中2,3,3,return,返す
New Crown,中2,3,3,week,週
New Crown,中2,3,3,quiet,静かな
New Crown,中2,3,3,future,未来
New Crown,中2,3,3,chef,料理長
New Crown,中2,3,3,design,デザインする
New Crown,中2,3,3,clothes,服
New Crown,中2,3,3,explore,探検する
New Crown,中2,3,3,somewhere,どこかに
New Crown,中3,3,3,flash,閃光
New Crown,中3,3,3,year(s) old,～歳
New Crown,中3,3,3,at least,少なくとも
New Crown,中3,3,3,end,終わり
New Crown,中3,3,3,survive(d),生き残る
New Crown,中3,3,3,grade,学年
New Crown,中3,3,3,select(ed),選ぶ
New Crown,中3,3,3,a member of,～の一員
New Crown,中3,3,3,relay,リレー競走
New Crown,中3,3,3,classmate(s),同級生
New Crown,中3,3,3,sickness,病気
New Crown,中3,3,3,cause(d),引き起こす
New Crown,中3,3,3,receive(d),受け取る
New Crown,中3,3,3,wish(ed),願う
New Crown,中3,3,3,health,健康
New Crown,中3,3,3,go back,もどる
New Crown,中1,3,3,character,登場人物
New Crown,中1,3,3,him,彼を
New Crown,中1,3,3,nickname,ニックネーム、愛称
New Crown,中1,3,3,idea,考え
New Crown,中1,3,3,who,だれ
New Crown,中1,3,3,much,たくさん
New Crown,中1,3,3,know,知っている
New Crown,中2,3,4,as,…の時に
New Crown,中2,3,4,behind,…の後ろの
New Crown,中2,3,4,cut down,…を切り倒す
New Crown,中2,3,4,building,建物
New Crown,中2,3,4,destroy,破壊する
New Crown,中2,3,4,shock,衝撃を与える
New Crown,中2,3,4,environment,環境
New Crown,中2,3,4,guide,ガイド
New Crown,中2,3,4,tour,ツアー
New Crown,中2,3,4,simply,質素に
New Crown,中2,3,4,nothing,何も…ない
New Crown,中2,3,4,impress,感銘を与える
New Crown,中2,3,4,parent,親
New Crown,中2,3,4,worried,心配して
New Crown,中2,3,4,decide to ...,…することを決心する
New Crown,中2,3,4,major,重要な
New Crown,中2,3,4,less,いっそう少ない量
New Crown,中2,3,4,sell,売る
New Crown,中2,3,4,sold,sellの過去形
New Crown,中2,3,4,system,仕組み
New Crown,中2,3,4,simple,簡単な
New Crown,中2,3,4,itself,それ自身
New Crown,中2,3,4,share,共有する
New Crown,中2,3,4,knowledge,知識
New Crown,中3,3,4,daily,毎日の
New Crown,中3,3,4,affect(s),～の心を動かす
New Crown,中3,3,4,heal,いやす
New Crown,中3,3,4,come from,～から生じる
New Crown,中3,3,4,sadness,悲しみ
New Crown,中3,3,4,anger,怒り
New Crown,中3,3,4,combination,組み合わせ
New Crown,中3,3,4,central,重要な
New Crown,中3,3,4,hold together,まとめる
New Crown,中3,3,4,Africa,アフリカ
New Crown,中3,3,4,West Africa,アフリカ西部
New Crown,中3,3,4,produce,生み出す
New Crown,中3,3,4,basic,基本の
New Crown,中3,3,4,combine,結合する
New Crown,中3,3,4,create,作り出す
New Crown,中3,3,4,commonly,一般に
New Crown,中3,3,4,wedding(s),結婚式
New Crown,中3,3,4,bring together,まとめる
New Crown,中3,3,4,illustrate(s),説明する
New Crown,中3,3,4,funeral(s),葬式
New Crown,中1,3,4,maybe,たぶん
New Crown,中1,3,4,carry,運ぶ
New Crown,中1,3,4,room,部屋
New Crown,中2,3,5,outside,外へ
New Crown,中2,3,5,caught,つかまえた
New Crown,中2,3,5,catch,つかまえる
New Crown,中2,3,5,just,ちょうど
New Crown,中2,3,5,notice,気がつく
New Crown,中2,3,5,rush,勢いよく走る
New Crown,中2,3,5,shout,叫ぶ
New Crown,中2,3,5,suddenly,突然
New Crown,中2,3,5,net,網
New Crown,中2,3,5,button,ボタン
New Crown,中2,3,5,jacket,ジャケット
New Crown,中2,3,5,hid,隠れた
New Crown,中2,3,5,hide,隠れる
New Crown,中2,3,5,thought,考えた
New Crown,中2,3,5,safe,安全な
New Crown,中2,3,5,leg,足
New Crown,中2,3,5,at last,ついに
New Crown,中2,3,5,get home,帰宅する
New Crown,中2,3,5,wonder,･･･かしらと思う
New Crown,中2,3,5,tired,疲れた
New Crown,中3,3,5,feature,特徴
New Crown,中3,3,5,listener(s),聞き手
New Crown,中3,3,5,come to mind,心に浮かぶ
New Crown,中3,3,5,nowadays,近ごろは
New Crown,中3,3,5,tempo,テンポ
New Crown,中3,3,5,emotion(s),感情
New Crown,中3,3,5,meanwhile,一方では
New Crown,中3,3,5,minor,短調の
New Crown,中3,3,5,as well,～もまた
New Crown,中3,3,5,come together,集まる
New Crown,中3,3,5,living,生き生きした
New Crown,中3,3,5,tap,軽くたたく
New Crown,中3,3,5,evolution,発展
New Crown,中1,3,6,man,男性
New Crown,中1,3,6,excuse,許す
New Crown,中1,3,6,then,それから
New Crown,中1,3,6,corner,角
New Crown,中1,3,6,straight,まっすぐに
New Crown,中1,3,6,street,通り
New Crown,中1,3,6,turn,曲がる
New Crown,中1,3,6,left,左
New Crown,中1,3,6,thank,感謝する
New Crown,中1,3,6,where,どこ
New Crown,中1,3,6,parking,駐車場
New Crown,中1,3,6,hour,営業時間
New Crown,中1,3,6,court,コート
New Crown,中1,3,6,closed,閉館、閉店
New Crown,中1,3,6,weekday,平日
New Crown,中1,3,6,exhibition,展覧会
New Crown,中1,3,6,garden,庭園
New Crown,中1,3,6,ticket,入場券
New Crown,中1,3,6,adult,おとな
New Crown,中1,3,6,child,子ども
New Crown,中1,3,6,staff,職員
New Crown,中1,3,6,Korean,韓国・朝鮮語
New Crown,中1,3,6,taxi stand,タクシー乗り場
New Crown,中1,3,6,under construction,工事中
New Crown,中1,3,6,call,電話をする
New Crown,中1,3,6,pasta,パスタ
New Crown,中3,4,1,guess,推測する
New Crown,中3,4,1,dancing,踊ること
New Crown,中3,4,1,theater,劇場
New Crown,中2,4,1,there is,～がある
New Crown,中2,4,1,store,店
New Crown,中2,4,1,post,郵便
New Crown,中2,4,1,department,売り場
New Crown,中2,4,1,office,事務所
New Crown,中2,4,1,chart,図表、チャート
New Crown,中2,4,1,billion,10億
New Crown,中2,4,1,drinking,飲むこと
New Crown,中2,4,1,drinking water,飲み水
New Crown,中2,4,1,than,～よりも
New Crown,中2,4,1,more than,～以上
New Crown,中2,4,1,dirty,汚い
New Crown,中2,4,1,directly,直接に
New Crown,中2,4,1,pond(s),池
New Crown,中2,4,1,should,～すべきだ
New Crown,中2,4,1,presentation,プレゼンテーション
New Crown,中1,4,1,myself,私自身
New Crown,中1,4,1,last,この前の、最後の
New Crown,中1,4,1,Mt.,～山
New Crown,中1,4,1,view,眺め、景色
New Crown,中1,4,1,top,頂上
New Crown,中1,4,1,thick,厚い
New Crown,中1,4,1,so,とても
New Crown,中1,4,1,also,～もまた
New Crown,中1,4,1,cheesecake,チーズケーキ
New Crown,中1,4,1,family,家族
New Crown,中1,4,1,by,～によって
New Crown,中1,4,1,year,年
New Crown,中1,4,1,went,行った
New Crown,中1,4,1,saw,見た
New Crown,中1,4,1,was,〜だった
New Crown,中1,4,1,ate,食べた
New Crown,中1,4,1,for,～のために
New Crown,中3,4,2,direct(ed),監督された
New Crown,中3,4,2,director,監督
New Crown,中3,4,2,subtitle(s),字幕
New Crown,中3,4,2,service,サービス
New Crown,中3,4,2,streaming,ストリーミング
New Crown,中2,4,2,laundry,洗濯
New Crown,中2,4,2,available,利用できる
New Crown,中2,4,2,everywhere,どこでも
New Crown,中2,4,2,million,100万
New Crown,中2,4,2,imagine,想像する
New Crown,中2,4,2,understand(ing),理解（すること）
New Crown,中2,4,2,importance,重要性
New Crown,中2,4,2,step,一歩、段階
New Crown,中2,4,2,situation,状況
New Crown,中1,4,2,Mr.,～さん（男性への敬称）
New Crown,中1,4,2,baby,赤ちゃん
New Crown,中1,4,2,cousin,いとこ
New Crown,中1,4,2,want,欲しい
New Crown,中1,4,2,Korean,韓国の
New Crown,中1,4,2,hometown,故郷
New Crown,中3,4,3,glad,うれしい
New Crown,中3,4,3,sad,悲しい
New Crown,中3,4,3,shocked,衝撃を受けた
New Crown,中3,4,3,surprised,驚いた
New Crown,中3,4,3,prefer,～をより好む
New Crown,中3,4,3,original,最初の、独創的な
New Crown,中3,4,3,depend,～次第である
New Crown,中3,4,3,genre,ジャンル
New Crown,中3,4,3,impressive,強い印象を与える
New Crown,中3,4,3,story,物語
New Crown,中3,4,3,actor,俳優
New Crown,中3,4,3,bottom,底、下部
New Crown,中3,4,3,screen,画面
New Crown,中3,4,3,tone,口調、音色
New Crown,中3,4,3,concentrate,集中する
New Crown,中3,4,3,comfortable,快適な
New Crown,中3,4,3,bathroom,トイレ
New Crown,中3,4,3,dubbing,吹き替え
New Crown,中3,4,3,visual,映像
New Crown,中3,4,3,personally,個人的には
New Crown,中3,4,3,convenient,便利な
New Crown,中2,4,3,slide(s),スライド
New Crown,中2,4,3,graph,グラフ
New Crown,中2,4,3,already,すでに
New Crown,中2,4,3,note(s),メモ
New Crown,中2,4,3,save,救う
New Crown,中2,4,3,earth,地球
New Crown,中2,4,3,recycle,リサイクル
New Crown,中2,4,3,electronic,電気の
New Crown,中2,4,3,reuse,再利用
New Crown,中2,4,3,reduce,減らす
New Crown,中2,4,3,eco-friendly,地球にやさしい
New Crown,中2,4,3,product(s),製品
New Crown,中2,4,3,air,大気
New Crown,中1,4,3,different,違う、様々な
New Crown,中3,4,4,steam,蒸気
New Crown,中3,4,4,quarter,4分の1
New Crown,中3,4,4,pole,柱
New Crown,中3,4,4,chime,(鐘が)鳴る
New Crown,中3,4,4,pale,青白い
New Crown,中3,4,4,extra,余分な
New Crown,中3,4,4,shade,日陰
New Crown,中2,4,4,handout(s),配布資料
New Crown,中2,4,4,even if,たとえ～でも
New Crown,中2,4,4,blank,空白の
New Crown,中2,4,4,side,側、面
New Crown,中2,4,4,both,両方
New Crown,中2,4,4,paper,紙
New Crown,中2,4,4,environmental,環境の
New Crown,中2,4,4,issue,問題
New Crown,中2,4,4,pollution,汚染
New Crown,中2,4,4,climate,気候
New Crown,中2,4,4,climate change,気候変動
New Crown,中2,4,4,donate,寄付する
New Crown,中2,4,4,global,地球の
New Crown,中2,4,4,warming,温暖化
New Crown,中2,4,4,global warming,地球温暖化
New Crown,中2,4,4,spoon(s),スプーン
New Crown,中2,4,4,level,水準
New Crown,中2,4,4,rise,上昇
New Crown,中2,4,4,environmental issue,環境問題
New Crown,中2,4,4,air pollution,大気汚染
New Crown,中2,4,4,plastic waste,プラスチックごみ
New Crown,中2,4,4,sea level rise,海面上昇
New Crown,中2,4,5,member,メンバー
New Crown,中2,4,5,anniversary,記念日
New Crown,中2,4,5,hall,ホール
New Crown,中2,4,5,city hall,市役所、市民ホール
New Crown,中2,4,5,correct,訂正する
New Crown,中2,4,5,keep,～を取っておく
New Crown,中2,4,5,celebrate,祝う
New Crown,中2,4,5,take place,行われる
New Crown,中2,4,5,get in touch,連絡を取る
New Crown,中2,4,5,dangerous,危険な
New Crown,中2,4,5,money,お金
New Crown,中1,4,5,topping,トッピング
New Crown,中1,4,5,boiled,ゆでた
New Crown,中1,4,5,boiled egg,ゆで卵
New Crown,中1,4,5,garlic,にんにく
New Crown,中1,4,5,fried garlic,揚げたにんにく
New Crown,中1,4,5,dollar(s),ドル
New Crown,中1,4,5,free,無料で
New Crown,中1,4,5,shrimp,エビ
New Crown,中1,4,5,mixed,ミックスされた
New Crown,中1,4,5,clerk,店員
New Crown,中1,4,5,I'd,私は～したい
New Crown,中1,4,5,tuna,マグロ、ツナ
New Crown,中1,4,5,avocado,アボカド
New Crown,中1,4,5,anything,何か
New Crown,中1,4,5,total,合計
New Crown,中1,4,5,order,注文
New Crown,中1,4,5,counter,カウンター
New Crown,中1,4,5,would,～したいと思う
New Crown,中1,4,5,light,軽い
New Crown,中1,4,5,heavy,重い
New Crown,中1,4,5,thin,薄い
New Crown,中1,4,5,protect,守る
New Crown,中1,4,5,feet,足
New Crown,中1,4,5,foot,足
New Crown,中1,4,5,tell,告げる、教える
New Crown,中1,4,5,useful,役に立つ
New Crown,中1,4,5,necessary,必要な
New Crown,中1,4,5,chair,椅子
New Crown,中1,4,5,desk,机
New Crown,中1,4,5,shirt,シャツ
New Crown,中1,4,5,train,電車
New Crown,中1,4,5,thick,分厚い
New Crown,中3,5,1,translate,翻訳する
New Crown,中3,5,1,translation,翻訳
New Crown,中3,5,1,unique,独特な
New Crown,中3,5,1,phrase,フレーズ
New Crown,中3,5,1,What about ...?,～はどうですか
New Crown,中3,5,1,replace,～に取って代わる
New Crown,中3,5,1,exact,正確な
New Crown,中2,5,1,balloon,風船
New Crown,中2,5,1,cookie,クッキー
New Crown,中2,5,1,cupcake,カップケーキ
New Crown,中2,5,1,rock,岩
New Crown,中2,5,1,organize(s),組織する、計画する
New Crown,中2,5,1,sound(s),～に聞こえる
New Crown,中2,5,1,sign,署名する
New Crown,中2,5,1,sign up,申し込む
New Crown,中2,5,1,send,送る
New Crown,中2,5,1,link,リンク
New Crown,中2,5,1,website,ウェブサイト
New Crown,中2,5,1,check,確認する
New Crown,中2,5,1,check out,調べる
New Crown,中2,5,1,guidebook,ガイドブック
New Crown,中1,5,1,mother,母
New Crown,中1,5,1,live(s),住む
New Crown,中1,5,1,London,ロンドン
New Crown,中1,5,1,tourist(s),観光客
New Crown,中1,5,1,place(s),場所
New Crown,中1,5,1,like,好む
New Crown,中1,5,1,they,彼らは、彼女らは、それらは
New Crown,中1,5,1,wear,着る
New Crown,中1,5,1,father,父
New Crown,中1,5,1,driver,運転手
New Crown,中1,5,1,team,チーム
New Crown,中1,5,1,player,選手
New Crown,中1,5,1,their,彼らの，彼女らの，それらの
New Crown,中3,5,2,architect,建築家
New Crown,中3,5,2,translator,翻訳者
New Crown,中3,5,2,reader,読者
New Crown,中3,5,2,unfamiliar,よく知らない
New Crown,中3,5,2,explanation,説明
New Crown,中2,5,2,call,呼ぶ
New Crown,中2,5,2,state,州
New Crown,中2,5,2,golden,金色の
New Crown,中2,5,2,ticket,チケット
New Crown,中2,5,2,sunrise,日の出
New Crown,中2,5,2,sunset,日没
New Crown,中2,5,2,sacred,神聖な
New Crown,中2,5,2,native,原住民の
New Crown,中2,5,2,ancestor(s),祖先
New Crown,中2,5,2,British,英国の
New Crown,中2,5,2,explorer(s),探検家
New Crown,中2,5,2,hurt,傷つける
New Crown,中2,5,2,respect,尊敬する
New Crown,中2,5,2,tradition(s),伝統
New Crown,中1,5,2,do,する
New Crown,中1,5,2,page,ページ
New Crown,中1,5,2,university,大学
New Crown,中1,5,2,guitarist,ギタリスト
New Crown,中1,5,2,bagpipes,バグパイプ
New Crown,中1,5,2,Scotland,スコットランド
New Crown,中1,5,2,them,彼らを、それらを
New Crown,中1,5,2,concert(s),コンサート
New Crown,中1,5,2,performance(s),パフォーマンス、演奏
New Crown,中1,5,2,internet,インターネット
New Crown,中1,5,2,brother,兄弟
New Crown,中3,5,3,costume,衣装
New Crown,中3,5,3,sleeve,袖
New Crown,中3,5,3,be able to,～できる
New Crown,中3,5,3,someone,誰か
New Crown,中3,5,3,contact,連絡する
New Crown,中3,5,3,below,下に
New Crown,中3,5,3,strip,コマ漫画
New Crown,中2,5,3,studio,スタジオ、アトリエ
New Crown,中2,5,3,artwork,芸術作品
New Crown,中2,5,3,paint,描く
New Crown,中2,5,3,hit,打つ
New Crown,中2,5,3,home run,ホームラン
New Crown,中2,5,3,spell,つづる
New Crown,中2,5,3,code,コード
New Crown,中2,5,3,fortune,幸運
New Crown,中2,5,3,history,歴史
New Crown,中2,5,3,taste,味わう
New Crown,中2,5,3,attractive,魅力的な
New Crown,中2,5,3,relaxing,くつろがせる
New Crown,中2,5,3,symbol,象徴
New Crown,中2,5,3,fantastic,すばらしい
New Crown,中1,5,3,bye,さようなら
New Crown,中1,5,3,tomorrow,明日
New Crown,中1,5,3,wait,待つ
New Crown,中1,5,3,whose,誰の
New Crown,中1,5,3,towel,タオル
New Crown,中1,5,3,yours,あなたのもの
New Crown,中1,5,3,mine,私のもの
New Crown,中1,5,3,hers,彼女のもの
New Crown,中1,5,3,bottle,ボトル
New Crown,中1,5,3,water bottle,水筒
New Crown,中1,5,3,key,鍵
New Crown,中1,5,3,pencil case,筆箱
New Crown,中1,5,3,dictionary,辞書
New Crown,中1,5,3,bag,バッグ
New Crown,中1,5,3,cap,帽子
New Crown,中1,5,3,eraser,消しゴム
New Crown,中1,5,3,umbrella,傘
New Crown,中1,5,3,cheerful,元気のいい
New Crown,中1,5,3,clever,利口な
New Crown,中1,5,3,easygoing,あくせくしない、のんきな
New Crown,中1,5,3,gentle,優しい
New Crown,中1,5,3,honest,誠実な
New Crown,中1,5,3,world-famous,世界的に有名な
New Crown,中1,5,3,why,なぜ
New Crown,中3,5,4,tonight,今夜
New Crown,中3,5,4,behavior,行動
New Crown,中3,5,4,device,道具、装置
New Crown,中3,5,4,addiction,中毒
New Crown,中3,5,4,apparent,明らかな
New Crown,中3,5,4,dependence,依存
New Crown,中3,5,4,interaction,相互作用
New Crown,中3,5,4,face-to-face,対面して
New Crown,中3,5,4,promise,約束する
New Crown,中2,5,4,market,市場
New Crown,中2,5,4,spot(s),場所
New Crown,中2,5,4,gather,集まる
New Crown,中2,5,4,culture,文化
New Crown,中2,5,4,theme,テーマ
New Crown,中2,5,4,theme park,テーマパーク
New Crown,中2,5,4,heritage,遺産
New Crown,中2,5,4,site,場所、遺跡
New Crown,中2,5,4,World Heritage Site,世界遺産
New Crown,中2,5,4,craft(s),工芸品
New Crown,中2,5,4,live,生の、ライブの
New Crown,中2,5,4,festival,お祭り
New Crown,中2,5,4,traditional building,伝統的な建物
New Crown,中2,5,4,quiet,静かな
New Crown,中2,5,4,in all seasons,すべての季節で
New Crown,中1,5,4,series,シリーズ、連続もの
New Crown,中1,5,4,detective,探偵
New Crown,中1,5,4,thing(s),もの、こと
New Crown,中1,5,4,carefully,注意深く
New Crown,中1,5,4,strange,奇妙な、変わった
New Crown,中1,5,4,fact(s),事実
New Crown,中1,5,4,solve(s),〜を解決する
New Crown,中1,5,4,difficult,難しい
New Crown,中1,5,4,problem(s),問題
New Crown,中1,5,4,well-known,よく知られている
New Crown,中1,5,4,tough,粘り強い、たくましい
New Crown,中1,5,4,confident,確信した、自信のある
New Crown,中1,5,4,mysterious,神秘的な、なぞめいた
New Crown,中1,5,4,active,活発な
New Crown,中1,5,4,some,いくつかの
New Crown,中1,5,4,reminder(s),お知らせ、思い出させるもの
New Crown,中1,5,4,during,〜の間
New Crown,中1,5,4,each,それぞれの
New Crown,中1,5,4,throw,投げること、投球
New Crown,中1,5,4,disturb,〜をじゃまする
New Crown,中1,5,4,clap,拍手する
New Crown,中1,5,4,any,いくつかの、どの〜でも
New Crown,中1,5,4,personal,個人的な
New Crown,中1,5,4,seat(s),座席
New Crown,中1,5,4,belonging(s),持ち物
New Crown,中1,5,4,here,ここに、ここで
New Crown,中1,5,4,under,〜の下に
New Crown,中1,5,4,restroom,トイレ
New Crown,中1,5,4,floor,階
New Crown,中1,5,4,monthly,月ごとの
New Crown,中1,5,4,schedule,予定
New Crown,中1,5,4,ice rink,アイススケート場
New Crown,中1,5,4,jewelry,宝石
New Crown,中1,5,4,show,ショー
New Crown,中1,5,4,skating,スケート
New Crown,中1,5,4,colorful,色とりどりの
New Crown,中1,5,4,twinkling,輝く
New Crown,中1,5,4,closing,閉館
New Crown,中1,5,4,ticket,入場券
New Crown,中1,5,4,adult,おとな
New Crown,中1,5,4,child,子ども
New Crown,中1,5,4,discount,割引
New Crown,中1,5,4,will,〜するでしょう
New Crown,中1,5,4,reserve,予約する
New Crown,中1,5,4,website,ウェブサイト
New Crown,中1,5,4,ice hockey,アイスホッケー
New Crown,中1,5,4,match,試合
New Crown,中1,5,4,various,いろいろな
New Crown,中1,5,4,skaters,スケーター
New Crown,中1,5,4,perform,演技する
New Crown,中1,5,4,lottery,くじ
New Crown,中1,5,4,information,情報
New Crown,中2,5,5,Could you ...?,～していただけますか
New Crown,中2,5,5,line,路線
New Crown,中2,5,5,headphone,ヘッドフォン
New Crown,中2,5,5,wireless,無線
New Crown,中2,5,5,playtime,再生時間
New Crown,中2,5,5,foldable,折りたたみ可能な
New Crown,中2,5,5,silver,銀色
New Crown,中2,5,5,cable,ケーブル
New Crown,中2,5,5,included,含む
New Crown,中2,5,5,answer,回答
New Crown,中2,5,5,bought,buy (買う)の過去形
New Crown,中2,5,5,convenient,便利な
New Crown,中2,5,5,sound quality,音質
New Crown,中2,5,5,pretty,かなり
New Crown,中2,5,5,while,･･･の間
New Crown,中2,5,5,charge,充電する
New Crown,中2,5,5,prefer,･･･のほうを好む
New Crown,中2,5,5,budget,予算
New Crown,中3,6,1,fair,公平な
New Crown,中3,6,1,ladle,おたま
New Crown,中3,6,1,flea,ノミ
New Crown,中3,6,1,flea market,フリーマーケット
New Crown,中3,6,1,I mean,つまり
New Crown,中3,6,1,be aware of,～に気づいている
New Crown,中3,6,1,left-handed,左ききの
New Crown,中3,6,1,right-handed,右ききの
New Crown,中3,6,1,struggle,たたかう
New Crown,中3,6,1,left-handedness,左きき
New Crown,中2,6,1,southeast,南東
New Crown,中2,6,1,Asia,アジア
New Crown,中2,6,1,Southeast Asia,東南アジア
New Crown,中2,6,1,prefecture,県
New Crown,中2,6,1,port(s),港
New Crown,中2,6,1,ship(s),船
New Crown,中2,6,1,various,様々な
New Crown,中2,6,1,official,公式の
New Crown,中2,6,1,such as,～のような
New Crown,中2,6,1,same,同じ
New Crown,中2,6,1,court,中庭、裁判所
New Crown,中2,6,1,food court,フードコート
New Crown,中1,6,1,life,生活
New Crown,中1,6,1,student,生徒
New Crown,中1,6,1,point,指さす
New Crown,中1,6,1,poster,ポスター
New Crown,中1,6,1,now,今
New Crown,中1,6,1,choose,選ぶ
New Crown,中1,6,1,own,自身の
New Crown,中1,6,1,have,持っている
New Crown,中1,6,1,schedule,スケジュール、予定
New Crown,中1,6,1,break,休憩
New Crown,中1,6,1,between,〜の間に
New Crown,中1,6,1,these,これらの
New Crown,中1,6,1,next,次の
New Crown,中1,6,1,hold,持っている
New Crown,中1,6,1,flute,フルート
New Crown,中1,6,1,class,授業
New Crown,中1,6,1,everyone,みんな
New Crown,中1,6,1,boy,男の子
New Crown,中1,6,1,girl,女の子
New Crown,中3,6,2,What else ...?,他に何か？
New Crown,中3,6,2,allergy,アレルギー
New Crown,中2,6,2,sightseeing,観光
New Crown,中2,6,2,most,最も
New Crown,中2,6,2,list,リスト
New Crown,中2,6,2,sandal(s),サンダル
New Crown,中2,6,2,without,～なしで
New Crown,中2,6,2,sand,砂
New Crown,中2,6,2,cultural,文化の
New Crown,中2,6,2,would like to ...,～したい
New Crown,中2,6,2,party,パーティー
New Crown,中2,6,2,us,私たちを、私たちに
New Crown,中2,6,2,else,他に
New Crown,中2,6,2,something else,何か他のこと
New Crown,中1,6,2,some,いくつかの
New Crown,中1,6,2,other(s),他のもの/人
New Crown,中1,6,2,cafeteria,セルフサービス式の食堂
New Crown,中1,6,2,bring,持ってくる
New Crown,中1,6,2,kind,種類
New Crown,中1,6,2,common,一般的な
New Crown,中1,6,2,Mexican,メキシコの
New Crown,中1,6,2,taco,タコス
New Crown,中1,6,2,buy,買う
New Crown,中3,6,3,treat,扱う
New Crown,中3,6,3,resource,資源
New Crown,中3,6,3,seem,･･･のように見える
New Crown,中3,6,3,unfair,不公平な
New Crown,中3,6,3,fairness,公平
New Crown,中3,6,3,equally,平等に
New Crown,中3,6,3,distribute,分配する
New Crown,中3,6,3,result,結果
New Crown,中3,6,3,middle,真ん中
New Crown,中3,6,3,recognize,認識する
New Crown,中3,6,3,achieve,手に入れる
New Crown,中2,6,3,seafood,シーフード
New Crown,中2,6,3,better,より良い
New Crown,中2,6,3,stationery,文房具
New Crown,中2,6,3,crane,鶴
New Crown,中2,6,3,candy,キャンディー
New Crown,中2,6,3,toilet,トイレ
New Crown,中1,6,3,excited,わくわくした
New Crown,中1,6,3,which,どちら
New Crown,中1,6,3,or,または
New Crown,中1,6,3,pasta,パスタ
New Crown,中1,6,3,our,私たちの
New Crown,中1,6,3,activity,活動
New Crown,中1,6,3,trip,旅行
New Crown,中1,6,3,contest,コンテスト
New Crown,中1,6,3,lunchtime,昼食時間
New Crown,中1,6,3,agree,同意する
New Crown,中1,6,3,menu,メニュー
New Crown,中1,6,3,best,最高の
New Crown,中3,6,4,honor(s),敬意を表する
New Crown,中3,6,4,achievement(s),業績
New Crown,中3,6,4,liberty,自由
New Crown,中3,6,4,justice,正義
New Crown,中3,6,4,law(s),法
New Crown,中3,6,4,control(led),統制する
New Crown,中3,6,4,limit(ed),制限する
New Crown,中3,6,4,America,アメリカ合衆国
New Crown,中3,6,4,restroom(s),トイレ
New Crown,中3,6,4,drinking fountain(s),噴水式の水飲み器
New Crown,中3,6,4,public,公共の
New Crown,中3,6,4,section,区域
New Crown,中3,6,4,fill(ed),いっぱいになる
New Crown,中3,6,4,fill up,いっぱいに満ちる
New Crown,中3,6,4,Mrs.,～さん
New Crown,中3,6,4,refuse(d),拒否する
New Crown,中3,6,4,arrest(ed),逮捕する
New Crown,中3,6,4,Whites Only,白人専用
New Crown,中2,6,4,arrive(d),到着する
New Crown,中2,6,4,thank you for ...,･･･をありがとう
New Crown,中2,6,4,have a great time,楽しい時を過ごす
New Crown,中2,6,4,especially,特に
New Crown,中2,6,4,experience(s),経験
New Crown,中2,6,4,memory,思い出
New Crown,中2,6,4,surprising,驚くべき
New Crown,中2,6,4,guest,客
New Crown,中2,6,4,enter(ed),入る
New Crown,中2,6,4,closet,クローゼット
New Crown,中2,6,4,put away...,･･･をかたづける
New Crown,中2,6,4,purpose(s),目的
New Crown,中2,6,4,discovery,発見
New Crown,中2,6,4,seasonal,季節の
New Crown,中2,6,4,heard,hear の過去形
New Crown,中2,6,4,hear,聞き知る
New Crown,中2,6,4,instead,その代わりに
New Crown,中2,6,4,opportunity,機会
New Crown,中1,6,4,dear,親愛なる
New Crown,中1,6,4,Spanish,スペイン語
New Crown,中1,6,4,story,物語
New Crown,中1,6,4,foreign,外国の
New Crown,中1,6,4,German,ドイツ語
New Crown,中1,6,4,event,イベント、行事
New Crown,中1,6,4,ceremony,式典
New Crown,中1,6,4,graduation,卒業
New Crown,中1,6,4,serve,提供する
New Crown,中1,6,4,all,すべての
New Crown,中1,6,4,vacation,休暇
New Crown,中1,6,4,school event,学校行事
New Crown,中1,6,4,entrance ceremony,入学式
New Crown,中1,6,4,graduation ceremony,卒業式
New Crown,中1,6,4,field trip,校外学習
New Crown,中1,6,4,class schedule,時間割
New Crown,中1,6,4,winter vacation,冬休み
New Crown,中3,6,5,boycott,ボイコット
New Crown,中3,6,5,upset,動転させる（の過去形）
New Crown,中3,6,5,leader,指導者
New Crown,中3,6,5,civil rights,公民権
New Crown,中3,6,5,be free to ...,自由に～することができる
New Crown,中3,6,5,anywhere,どこにでも
New Crown,中3,6,5,success,成功
New Crown,中3,6,5,beginning,始まり
New Crown,中3,6,5,courage,勇気
New Crown,中3,6,5,movement(s),運動
New Crown,中3,6,5,civil,公民の
New Crown,中3,6,5,Dr.,～博士
New Crown,中3,6,5,speech,演説
New Crown,中3,6,5,nation,国家
New Crown,中3,6,5,judge(d),判断する
New Crown,中3,6,5,skin,肌
New Crown,中3,6,5,content,中身
New Crown,中3,6,5,kill(ed),殺す
New Crown,中3,6,5,death,死
New Crown,中3,6,5,Nobel Peace Prize,ノーベル平和賞
New Crown,中2,6,5,through,･･･じゅう
New Crown,中2,6,5,wild,野生の
New Crown,中2,6,5,search,さがす
New Crown,中2,6,5,giraffe(s),キリン
New Crown,中2,6,5,drive,運転する
New Crown,中2,6,5,angle(s),角度
New Crown,中2,6,5,multiple,多数の
